OPERATOR_HASH,OPERATOR_TYPE,QUERY_HASH,LEFT_INPUT_OPERATOR_HASH,RIGHT_INPUT_OPERATOR_HASH,JOIN_MODE,LEFT_TABLE_NAME,LEFT_COLUMN_NAME,LEFT_TABLE_CHUNK_COUNT,LEFT_TABLE_ROW_COUNT,LEFT_COLUMN_TYPE,RIGHT_TABLE_NAME,RIGHT_COLUMN_NAME,RIGHT_TABLE_CHUNK_COUNT,RIGHT_TABLE_ROW_COUNT,RIGHT_COLUMN_TYPE,OUTPUT_CHUNK_COUNT,OUTPUT_ROW_COUNT,PREDICATE_COUNT,PRIMARY_PREDICATE,IS_FLIPPED,RADIX_BITS,BUILD_SIDE_MATERIALIZING_NS,PROBE_SIDE_MATERIALIZING_NS,CLUSTERING_NS,BUILDING_NS,PROBING_NS,OUTPUT_WRITING_NS,RUNTIME_NS,DESCRIPTION,INPUT_SEQUENTIAL_FACTOR,TABLE_NAME_RIGHT,COLUMN_COUNT_RIGHT,ROW_COUNT_RIGHT,CHUNK_COUNT_RIGHT,TARGET_CHUNK_SIZE_RIGHT,COLUMN_NAME_RIGHT,DATA_TYPE_RIGHT,NULLABLE_RIGHT,COLUMN_ID_RIGHT,COLUMN_DATA_TYPE_RIGHT,DISTINCT_VALUE_COUNT_RIGHT,ENCODING_TYPE_RIGHT,VECTOR_COMPRESSION_TYPE_RIGHT,SIZE_IN_BYTES_RIGHT,POINT_ACCESSES_RIGHT,SEQUENTIAL_ACCESSES_RIGHT,MONOTONIC_ACCESSES_RIGHT,RANDOM_ACCESSES_RIGHT,TABLE_NAME,COLUMN_COUNT,ROW_COUNT,CHUNK_COUNT,TARGET_CHUNK_SIZE,COLUMN_NAME,DATA_TYPE,NULLABLE,COLUMN_ID,COLUMN_DATA_TYPE,DISTINCT_VALUE_COUNT,ENCODING_TYPE,VECTOR_COMPRESSION_TYPE,SIZE_IN_BYTES,POINT_ACCESSES,SEQUENTIAL_ACCESSES,MONOTONIC_ACCESSES,RANDOM_ACCESSES,COLUMN_TYPE,GROUP_BY_COLUMN_COUNT,AGGREGATE_COLUMN_COUNT,INPUT_CHUNK_COUNT,INPUT_ROW_COUNT,GROUP_BY_KEY_PARTITIONING_NS,AGGREGATING_NS,GROUP_BY_COLUMNS_WRITING_NS,AGGREGATE_COLUMNS_WRITING_NS,PREDICATE_CONDITION,SCANS_SKIPPED,SCANS_SORTED,PRUNED_CHUNK_COUNT,PRUNED_COLUMN_COUNT
0x7f1c137ff3d0d05b7f030442ba7c,TABLE_SCAN,68e29161c772f4b7,0x7f1beeae5610d36888a454a99006,,,,,,,,,,,,,1,9467,,,,,,,,,,,37745036,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1c14305610)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,300316,,,,,Unknown,0,0,,
0x7f1c13b705f04be50f960ed01fdf,TABLE_SCAN,38c50a0f27eeade1,0x7f1beeae1f10a048eb6da1bff09,,,,,,,,,,,,,1,8991,,,,,,,,,,,38365101,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bb046ead0)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,303531,,,,,Unknown,0,0,,
0x7f1c13b52370d5b1d6d55b26533c,TABLE_SCAN,bca8e19ae5d59b75,0x7f1beb56ac90a32ba13d12b437d9,,,,,,,,,,,,,1,9522,,,,,,,,,,,37787692,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbfd35350)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,300330,,,,,Unknown,0,0,,
0x7f1c13b518f0ef6a113a7a23bf7,TABLE_SCAN,44137764595d4014,0x7f1ba9170d905857c181d8e46864,,,,,,,,,,,,,1,9348,,,,,,,,,,,37876077,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbfd34090)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,301519,,,,,Unknown,0,0,,
0x7f1c13a45830c74e774d37a94924,TABLE_SCAN,62b777d80fcc6510,0x7f1bed05cf903961ea3827ba85ec,,,,,,,,,,,,,1,10130,,,,,,,,,,,46372164,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbfd0ff90)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,296720,,,,,Unknown,0,0,,
0x7f1c13a436f0ac07ab115aa4a5e6,TABLE_SCAN,d63585c1aa7072ef,0x7f1bed05c1d0c2483733089e9ff2,,,,,,,,,,,,,1,9384,,,,,,,,,,,37712394,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbfd0ecd0)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,300387,,,,,Unknown,0,0,,
0x7f1c13a41af0bc32ca4d62ae75e9,TABLE_SCAN,ac1f1c9ed83d04ca,0x7f1bed05b2d07c859112df0596fd,,,,,,,,,,,,,1,9964,,,,,,,,,,,37598797,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbfb2c050)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,298633,,,,,Unknown,0,0,,
0x7f1c13a3f1d0b111943e4c2fa87d,TABLE_SCAN,c275502546a3007b,0x7f1beb473ed0a5e1504b8c40c707,,,,,,,,,,,,,1,10364,,,,,,,,,,,37443604,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbf7b7f10)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,296234,,,,,Unknown,0,0,,
0x7f1c137fedb0527f675226182981,TABLE_SCAN,d73193d4aa9f67b6,0x7f1beeae3a905857c181d8e46864,,,,,,,,,,,,,1,9348,,,,,,,,,,,38815513,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bb0b47c90)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,301519,,,,,Unknown,0,0,,
0x7f1c13b53b10673f55fa85fec6ed,TABLE_SCAN,b314d1fd62f78c99,0x7f1beb56d5d064641436fa601a66,,,,,,,,,,,,,1,9650,,,,,,,,,,,38101764,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbfd61ad0)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,300893,,,,,Unknown,0,0,,
0x7f1c13b503f055994f6ba2987744,TABLE_SCAN,8fbd7a99730d6396,0x7f1ba916f210c2483733089e9ff2,,,,,,,,,,,,,1,9384,,,,,,,,,,,37789273,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbfd26810)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,300387,,,,,Unknown,0,0,,
0x7f1c13a3fa90db4c5d66eb59babe,TABLE_SCAN,d022edf1ef852285,0x7f1beeae4850dfe9090eab28e45b,,,,,,,,,,,,,1,9322,,,,,,,,,,,37856326,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bb76ff550)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,301731,,,,,Unknown,0,0,,
0x7f1c13a45c90fbe18bc0be3be2e2,TABLE_SCAN,6cc405f4b785310a,0x7f1beb56ba50c2483733089e9ff2,,,,,,,,,,,,,1,9384,,,,,,,,,,,37704174,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbfd3a2d0)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,300387,,,,,Unknown,0,0,,
0x7f1c13b74cd0c4fd5ed2ef972e3c,TABLE_SCAN,1e8a296076eb6f9,0x7f1bf03ec310a5e1504b8c40c707,,,,,,,,,,,,,1,10364,,,,,,,,,,,37504138,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1c1381ec10)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,296234,,,,,Unknown,0,0,,
0x7f1c13b4f0b0f4626bbfc43bb507,TABLE_SCAN,901fa89407ffceee,0x7f1ba916e310d36888a454a99006,,,,,,,,,,,,,1,9467,,,,,,,,,,,37756261,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbfd25790)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,300316,,,,,Unknown,0,0,,
0x7f1be3358230d59d236980b1d403,TABLE_SCAN,622c270fe4668fda,0x7f1bf03ede90135c165be4c4b49,,,,,,,,,,,,,1,8685,,,,,,,,,,,38020116,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1c13820290)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,304774,,,,,Unknown,0,0,,
0x7f1c13b72110fcad5e0c7281142d,TABLE_SCAN,d1563ebe405eba0f,0x7f1beec7851064641436fa601a66,,,,,,,,,,,,,1,9650,,,,,,,,,,,38024996,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1c1447bbd0)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,300893,,,,,Unknown,0,0,,
0x7f1c13b4e0f04f789fa7f010d50e,TABLE_SCAN,de23571831227d16,0x7f1beeae2cd0a048eb6da1bff09,,,,,,,,,,,,,1,8991,,,,,,,,,,,38045840,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bb0b46c10)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,303531,,,,,Unknown,0,0,,
0x7f1c137fc9d0a4d3ad3a7a93131f,TABLE_SCAN,6490d180767aa92a,0x7f1beec792d0a048eb6da1bff09,,,,,,,,,,,,,1,8991,,,,,,,,,,,37926922,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1c1447c590)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,303531,,,,,Unknown,0,0,,
0x7f1c13b4fa50b8863689d5ce9a37,TABLE_SCAN,458a7632e98fd9b2,0x7f1bed05dd505857c181d8e46864,,,,,,,,,,,,,1,9348,,,,,,,,,,,38383402,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbfd110d0)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,301519,,,,,Unknown,0,0,,
0x7f1c139438708abde555c3127702,TABLE_SCAN,9cfcc76fd13da0a6,0x7f1beb4707d0c2483733089e9ff2,,,,,,,,,,,,,1,9384,,,,,,,,,,,37789502,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbf7b2210)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,300387,,,,,Unknown,0,0,,
0x7f1c13b735308052d5e197bf538e,TABLE_SCAN,ad2df7dce98410e5,0x7f1beec7bc105857c181d8e46864,,,,,,,,,,,,,1,9348,,,,,,,,,,,37869858,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1c1381b2d0)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,301519,,,,,Unknown,0,0,,
0x7f1c139442102bbc98f6fbd3755d,TABLE_SCAN,ea55ddeac7ded3ec,0x7f1beb47311092ddfe3071cd0a40,,,,,,,,,,,,,1,9722,,,,,,,,,,,37740573,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbf7b70d0)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,299104,,,,,Unknown,0,0,,
0x7f1c13b52fb0a6afe0b35728cb95,TABLE_SCAN,2df0eb46e197ea07,0x7f1beec7ae5064641436fa601a66,,,,,,,,,,,,,1,9650,,,,,,,,,,,38663183,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1c1381a850)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,300893,,,,,Unknown,0,0,,
0x7f1c139423709ee893876a6ade4e,TABLE_SCAN,45f80a2ccd9df81b,0x7f1beb47159045bf690dca5e6bc4,,,,,,,,,,,,,1,9940,,,,,,,,,,,37477926,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbf7b2bd0)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,297534,,,,,Unknown,0,0,,
0x7f1c13941c70ee6fe8ca49eac4da,TABLE_SCAN,dbfe8252e2cbd961,0x7f1beb4b5090af8095cf46b82428,,,,,,,,,,,,,1,9062,,,,,,,,,,,37652655,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbf7b8a50)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,302923,,,,,Unknown,0,0,,
0x7f1c13a43610191d7f5f4ec638f,TABLE_SCAN,9caf0b210b369ef4,0x7f1beb46fa10e8c15ae605ba34b7,,,,,,,,,,,,,1,9789,,,,,,,,,,,37568095,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbf7b1190)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,299547,,,,,Unknown,0,0,,
0x7f1c13a414d0576f75411333ca4d,TABLE_SCAN,1d6711be3a73b761,0x7f1beebff050d36888a454a99006,,,,,,,,,,,,,1,9467,,,,,,,,,,,37652691,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1c14306990)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,300316,,,,,Unknown,0,0,,
0x7f1c13940d90d3e2df0c227b3faf,TABLE_SCAN,656b80a11ac8fffa,0x7f1beb472350d6c8ca2c7a9e83bf,,,,,,,,,,,,,1,8440,,,,,,,,,,,37982006,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbf7b3650)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,306965,,,,,Unknown,0,0,,
0x7f1c137fd7d04dac41ea10d7e9eb,TABLE_SCAN,705fe0e08952dab4,0x7f1beebffe10cc784001d0c59652,,,,,,,,,,,,,1,9181,,,,,,,,,,,37892741,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1c14307350)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,303025,,,,,Unknown,0,0,,
0x7f1c1394111044f99ed77de8db22,TABLE_SCAN,9fdae7943a4da92f,0x7f1bed05eb10476dcf729ac33393,,,,,,,,,,,,,1,10265,,,,,,,,,,,45728325,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbfd12c90)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,295792,,,,,Unknown,0,0,,
0x7f1c13a42570b1ede2be0f9c6ad3,TABLE_SCAN,8d7212c9f716715f,0x7f1beb4b6d50d6c8ca2c7a9e83bf,,,,,,,,,,,,,1,8440,,,,,,,,,,,37930638,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbfb2a250)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,306965,,,,,Unknown,0,0,,
0x7f1c13b50e7061ff415f53893fc7,TABLE_SCAN,3b31c60b6f2dff84,0x7f1ba916ffd0643495a5c067b3a4,,,,,,,,,,,,,1,8406,,,,,,,,,,,38295471,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bbfd27ad0)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,308064,,,,,Unknown,0,0,,
0x7f1c13b52ed098a0e38a10b05025,TABLE_SCAN,f487976f9ab0220c,0x7f1beeae101064641436fa601a66,,,,,,,,,,,,,1,9650,,,,,,,,,,,47624260,"TableScan Impl: ColumnVsValue SUM(ps_supplycost * ps_availqty) > SUBQUERY (PQP, 0x7f1bb046cfd0)",1,,,,,,,,,,,,,,,,,,,partsupp,5,8000000,123,65535,ps_availqty,int,0,2,int,9976,,,262324,62525,196605,261906,0,REFERENCE,,,1,300893,,,,,Unknown,0,0,,
